Subject,Gender,Year,Age,Cumulative,Candidates,Grades,Percent
All subjects,Female,2020,Aged 18,Cumulative percentages,365005,A*,14.4
All subjects,Female,2020,Aged 18,Cumulative percentages,365005,B and above,68.4
All subjects,Female,2020,Aged 18,Cumulative percentages,365005,C and above,89.8
All subjects,Female,2020,Aged 18,Cumulative percentages,365005,D and above,97.7
All subjects,Female,2020,Aged 18,Cumulative percentages,365005,E and above,99.8
All subjects,Female,2020,Aged 18,Non-cumulative percentages,365005,A,25.3
All subjects,Female,2020,Aged 18,Non-cumulative percentages,365005,A*,14.4
All subjects,Female,2020,Aged 18,Non-cumulative percentages,365005,B,28.7
All subjects,Female,2020,Aged 18,Non-cumulative percentages,365005,C,21.4
All subjects,Female,2020,Aged 18,Non-cumulative percentages,365005,D,7.9
All subjects,Female,2020,Aged 18,Non-cumulative percentages,365005,E,2.1
All subjects,Female,2020,All ages,Cumulative percentages,397585,A and above,39.5
All subjects,Female,2020,All ages,Cumulative percentages,397585,A*,14.3
All subjects,Female,2020,All ages,Cumulative percentages,397585,B and above,68
All subjects,Female,2020,All ages,Cumulative percentages,397585,C and above,89.4
All subjects,Female,2020,All ages,Cumulative percentages,397585,D and above,97.5
All subjects,Female,2020,All ages,Cumulative percentages,397585,E and above,99.8
All subjects,Female,2020,All ages,Non-cumulative percentages,397585,A,25.2
All subjects,Female,2020,All ages,Non-cumulative percentages,397585,A*,14.3
All subjects,Female,2020,All ages,Non-cumulative percentages,397585,B,28.5
All subjects,Female,2020,All ages,Non-cumulative percentages,397585,C,21.4
All subjects,Female,2020,All ages,Non-cumulative percentages,397585,D,8.1
All subjects,Female,2020,All ages,Non-cumulative percentages,397585,E,2.3
All subjects,Female,2021,Aged 18,Cumulative percentages,382995,A and above,46.4
All subjects,Female,2021,Aged 18,Cumulative percentages,382995,A*,19.5
All subjects,Female,2021,Aged 18,Cumulative percentages,382995,B and above,73.1
All subjects,Female,2021,Aged 18,Cumulative percentages,382995,C and above,90.6
All subjects,Female,2021,Aged 18,Cumulative percentages,382995,D and above,97.3
All subjects,Female,2021,Aged 18,Cumulative percentages,382995,E and above,99.7
All subjects,Female,2021,Aged 18,Non-cumulative percentages,382995,A,26.9
All subjects,Female,2021,Aged 18,Non-cumulative percentages,382995,A*,19.5
All subjects,Female,2021,Aged 18,Non-cumulative percentages,382995,B,26.7
All subjects,Female,2021,Aged 18,Non-cumulative percentages,382995,C,17.5
All subjects,Female,2021,Aged 18,Non-cumulative percentages,382995,D,6.7
All subjects,Female,2021,Aged 18,Non-cumulative percentages,382995,E,2.4
All subjects,Female,2021,All ages,Cumulative percentages,413080,A and above,46.4
All subjects,Female,2021,All ages,Cumulative percentages,413080,A*,19.7
All subjects,Female,2021,All ages,Cumulative percentages,413080,B and above,72.9
All subjects,Female,2021,All ages,Cumulative percentages,413080,C and above,90.4
All subjects,Female,2021,All ages,Cumulative percentages,413080,D and above,97.2
All subjects,Female,2021,All ages,Cumulative percentages,413080,E and above,99.6
All subjects,Female,2021,All ages,Non-cumulative percentages,413080,A,26.8
All subjects,Female,2021,All ages,Non-cumulative percentages,413080,A*,19.7
All subjects,Female,2021,All ages,Non-cumulative percentages,413080,B,26.4
All subjects,Female,2021,All ages,Non-cumulative percentages,413080,C,17.5
All subjects,Female,2021,All ages,Non-cumulative percentages,413080,D,6.8
All subjects,Female,2021,All ages,Non-cumulative percentages,413080,E,2.5
All subjects,Male,2008,All ages,Cumulative percentages,350970,A and above,24.4
All subjects,Male,2008,All ages,Cumulative percentages,350970,B and above,47.6
All subjects,Male,2008,All ages,Cumulative percentages,350970,C and above,70.5
All subjects,Male,2008,All ages,Cumulative percentages,350970,D and above,87.4
All subjects,Male,2008,All ages,Cumulative percentages,350970,E and above,96.5
All subjects,Male,2008,All ages,Non-cumulative percentages,350970,A,24.4
All subjects,Male,2008,All ages,Non-cumulative percentages,350970,B,23.2
All subjects,Male,2008,All ages,Non-cumulative percentages,350970,C,22.9
All subjects,Male,2008,All ages,Non-cumulative percentages,350970,D,16.9
All subjects,Male,2008,All ages,Non-cumulative percentages,350970,E,9.1
All subjects,Male,2009,All ages,Cumulative percentages,359010,A and above,25.4
All subjects,Male,2009,All ages,Cumulative percentages,359010,B and above,49
All subjects,Male,2009,All ages,Cumulative percentages,359010,C and above,71.8
All subjects,Male,2009,All ages,Cumulative percentages,359010,D and above,88.2
All subjects,Male,2009,All ages,Cumulative percentages,359010,E and above,96.9
All subjects,Male,2009,All ages,Non-cumulative percentages,359010,A,25.4
All subjects,Male,2009,All ages,Non-cumulative percentages,359010,B,23.6
All subjects,Male,2009,All ages,Non-cumulative percentages,359010,C,22.8
All subjects,Male,2009,All ages,Non-cumulative percentages,359010,D,16.4
All subjects,Male,2009,All ages,Non-cumulative percentages,359010,E,8.7
All subjects,Male,2010,All ages,Cumulative percentages,362975,A and above,25.9
All subjects,Male,2010,All ages,Cumulative percentages,362975,A*,8
All subjects,Male,2010,All ages,Cumulative percentages,362975,B and above,49.4
All subjects,Male,2010,All ages,Cumulative percentages,362975,C and above,72.4
All subjects,Male,2010,All ages,Cumulative percentages,362975,D and above,88.7
All subjects,Male,2010,All ages,Cumulative percentages,362975,E and above,97
All subjects,Male,2010,All ages,Non-cumulative percentages,362975,A,17.9
All subjects,Male,2010,All ages,Non-cumulative percentages,362975,A*,8
All subjects,Male,2010,All ages,Non-cumulative percentages,362975,B,23.5
All subjects,Male,2010,All ages,Non-cumulative percentages,362975,C,23
All subjects,Male,2010,All ages,Non-cumulative percentages,362975,D,16.3
All subjects,Male,2010,All ages,Non-cumulative percentages,362975,E,8.3
All subjects,Male,2011,All ages,Cumulative percentages,369610,A and above,26.2
All subjects,Male,2011,All ages,Cumulative percentages,369610,A*,8.3
All subjects,Male,2011,All ages,Cumulative percentages,369610,B and above,50.2
All subjects,Male,2011,All ages,Cumulative percentages,369610,C and above,73.4
All subjects,Male,2011,All ages,Cumulative percentages,369610,D and above,89.6
All subjects,Male,2011,All ages,Cumulative percentages,369610,E and above,97.3
All subjects,Male,2011,All ages,Non-cumulative percentages,369610,A,17.9
All subjects,Male,2011,All ages,Non-cumulative percentages,369610,A*,8.3
All subjects,Male,2011,All ages,Non-cumulative percentages,369610,B,24
All subjects,Male,2011,All ages,Non-cumulative percentages,369610,C,23.2
All subjects,Male,2011,All ages,Non-cumulative percentages,369610,D,16.2
All subjects,Male,2011,All ages,Non-cumulative percentages,369610,E,7.7
All subjects,Male,2012,All ages,Cumulative percentages,364600,A and above,25.8
All subjects,Male,2012,All ages,Cumulative percentages,364600,A*,8.1
All subjects,Male,2012,All ages,Cumulative percentages,364600,B and above,50
All subjects,Male,2012,All ages,Cumulative percentages,364600,C and above,73.6
All subjects,Male,2012,All ages,Cumulative percentages,364600,D and above,89.9
All subjects,Male,2012,All ages,Cumulative percentages,364600,E and above,97.5
All subjects,Male,2012,All ages,Non-cumulative percentages,364600,A,17.7
All subjects,Male,2012,All ages,Non-cumulative percentages,364600,A*,8.1
All subjects,Male,2012,All ages,Non-cumulative percentages,364600,B,24.2
All subjects,Male,2012,All ages,Non-cumulative percentages,364600,C,23.6
All subjects,Male,2012,All ages,Non-cumulative percentages,364600,D,16.3
All subjects,Male,2012,All ages,Non-cumulative percentages,364600,E,7.6
All subjects,Male,2013,All ages,Cumulative percentages,358530,A and above,26
All subjects,Male,2013,All ages,Cumulative percentages,358530,A*,8
All subjects,Male,2013,All ages,Cumulative percentages,358530,B and above,50.5
All subjects,Male,2013,All ages,Cumulative percentages,358530,C and above,74.3
All subjects,Male,2013,All ages,Cumulative percentages,358530,D and above,90.3
All subjects,Male,2013,All ages,Cumulative percentages,358530,E and above,97.7
All subjects,Male,2013,All ages,Non-cumulative percentages,358530,A,18
All subjects,Male,2013,All ages,Non-cumulative percentages,358530,A*,8
All subjects,Male,2013,All ages,Non-cumulative percentages,358530,B,24.5
All subjects,Male,2013,All ages,Non-cumulative percentages,358530,C,23.8
All subjects,Male,2013,All ages,Non-cumulative percentages,358530,D,16
All subjects,Male,2013,All ages,Non-cumulative percentages,358530,E,7.4
All subjects,Male,2014,All ages,Cumulative percentages,349460,A and above,25.8
All subjects,Male,2014,All ages,Cumulative percentages,349460,A*,8.6
All subjects,Male,2014,All ages,Cumulative percentages,349460,B and above,50.3
All subjects,Male,2014,All ages,Cumulative percentages,349460,C and above,73.8
All subjects,Male,2014,All ages,Cumulative percentages,349460,D and above,89.8
All subjects,Male,2014,All ages,Cumulative percentages,349460,E and above,97.5
All subjects,Male,2014,All ages,Non-cumulative percentages,349460,A,17.2
All subjects,Male,2014,All ages,Non-cumulative percentages,349460,A*,8.6
All subjects,Male,2014,All ages,Non-cumulative percentages,349460,B,24.5
All subjects,Male,2014,All ages,Non-cumulative percentages,349460,C,23.5
All subjects,Male,2014,All ages,Non-cumulative percentages,349460,D,16
All subjects,Male,2014,All ages,Non-cumulative percentages,349460,E,7.7
All subjects,Male,2015,All ages,Cumulative percentages,352860,A and above,25.8
All subjects,Male,2015,All ages,Cumulative percentages,352860,A*,8.8
All subjects,Male,2015,All ages,Cumulative percentages,352860,B and above,50.6
All subjects,Male,2015,All ages,Cumulative percentages,352860,C and above,74.4
All subjects,Male,2015,All ages,Cumulative percentages,352860,D and above,90.3
All subjects,Male,2015,All ages,Cumulative percentages,352860,E and above,97.6
All subjects,Male,2015,All ages,Non-cumulative percentages,352860,A,17
All subjects,Male,2015,All ages,Non-cumulative percentages,352860,A*,8.8
All subjects,Male,2015,All ages,Non-cumulative percentages,352860,B,24.8
All subjects,Male,2015,All ages,Non-cumulative percentages,352860,C,23.8
All subjects,Male,2015,All ages,Non-cumulative percentages,352860,D,15.9
All subjects,Male,2015,All ages,Non-cumulative percentages,352860,E,7.3
All subjects,Male,2016,All ages,Cumulative percentages,345630,A and above,25.8
All subjects,Male,2016,All ages,Cumulative percentages,345630,A*,8.6
All subjects,Male,2016,All ages,Cumulative percentages,345630,B and above,50.9
All subjects,Male,2016,All ages,Cumulative percentages,345630,C and above,75
All subjects,Male,2016,All ages,Cumulative percentages,345630,D and above,90.6
All subjects,Male,2016,All ages,Cumulative percentages,345630,E and above,97.6
All subjects,Male,2016,All ages,Non-cumulative percentages,345630,A,17.2
All subjects,Male,2016,All ages,Non-cumulative percentages,345630,A*,8.6
All subjects,Male,2016,All ages,Non-cumulative percentages,345630,B,25.1
All subjects,Male,2016,All ages,Non-cumulative percentages,345630,C,24.1
All subjects,Male,2016,All ages,Non-cumulative percentages,345630,D,15.6
All subjects,Male,2016,All ages,Non-cumulative percentages,345630,E,7
All subjects,Male,2017,Aged 18,Cumulative percentages,293730,A and above,27.4
All subjects,Male,2017,Aged 18,Cumulative percentages,293730,A*,9.2
All subjects,Male,2017,Aged 18,Cumulative percentages,293730,B and above,52.2
All subjects,Male,2017,Aged 18,Cumulative percentages,293730,C and above,75.9
All subjects,Male,2017,Aged 18,Cumulative percentages,293730,D and above,91
All subjects,Male,2017,Aged 18,Cumulative percentages,293730,E and above,97.6
All subjects,Male,2017,Aged 18,Non-cumulative percentages,293730,A,18.1
All subjects,Male,2017,Aged 18,Non-cumulative percentages,293730,A*,9.2
All subjects,Male,2017,Aged 18,Non-cumulative percentages,293730,B,24.9
All subjects,Male,2017,Aged 18,Non-cumulative percentages,293730,C,23.6
All subjects,Male,2017,Aged 18,Non-cumulative percentages,293730,D,15.1
All subjects,Male,2017,Aged 18,Non-cumulative percentages,293730,E,6.6
All subjects,Male,2017,All ages,Cumulative percentages,342860,A and above,26.6
All subjects,Male,2017,All ages,Cumulative percentages,342860,A*,8.9
All subjects,Male,2017,All ages,Cumulative percentages,342860,B and above,51.4
All subjects,Male,2017,All ages,Cumulative percentages,342860,C and above,75.1
All subjects,Male,2017,All ages,Cumulative percentages,342860,D and above,90.5
All subjects,Male,2017,All ages,Cumulative percentages,342860,E and above,97.3
All subjects,Male,2017,All ages,Non-cumulative percentages,342860,A,17.7
All subjects,Male,2017,All ages,Non-cumulative percentages,342860,A*,8.9
All subjects,Male,2017,All ages,Non-cumulative percentages,342860,B,24.8
All subjects,Male,2017,All ages,Non-cumulative percentages,342860,C,23.7
All subjects,Male,2017,All ages,Non-cumulative percentages,342860,D,15.4
All subjects,Male,2017,All ages,Non-cumulative percentages,342860,E,6.8
All subjects,Male,2018,Aged 18,Cumulative percentages,293030,A and above,27.1
All subjects,Male,2018,Aged 18,Cumulative percentages,293030,A*,8.8
All subjects,Male,2018,Aged 18,Cumulative percentages,293030,B and above,52.1
All subjects,Male,2018,Aged 18,Cumulative percentages,293030,C and above,75.6
All subjects,Male,2018,Aged 18,Cumulative percentages,293030,D and above,90.8
All subjects,Male,2018,Aged 18,Cumulative percentages,293030,E and above,97.5
All subjects,Male,2018,Aged 18,Non-cumulative percentages,293030,A,18.3
All subjects,Male,2018,Aged 18,Non-cumulative percentages,293030,A*,8.8
All subjects,Male,2018,Aged 18,Non-cumulative percentages,293030,B,25
All subjects,Male,2018,Aged 18,Non-cumulative percentages,293030,C,23.5
All subjects,Male,2018,Aged 18,Non-cumulative percentages,293030,D,15.2
All subjects,Male,2018,Aged 18,Non-cumulative percentages,293030,E,6.7
All subjects,Male,2018,All ages,Cumulative percentages,335755,A and above,26.4
All subjects,Male,2018,All ages,Cumulative percentages,335755,A*,8.5
All subjects,Male,2018,All ages,Cumulative percentages,335755,B and above,51.3
All subjects,Male,2018,All ages,Cumulative percentages,335755,C and above,74.8
All subjects,Male,2018,All ages,Cumulative percentages,335755,D and above,90.1
All subjects,Male,2018,All ages,Cumulative percentages,335755,E and above,97.1
All subjects,Male,2018,All ages,Non-cumulative percentages,335755,A,17.9
All subjects,Male,2018,All ages,Non-cumulative percentages,335755,A*,8.5
All subjects,Male,2018,All ages,Non-cumulative percentages,335755,B,24.8
All subjects,Male,2018,All ages,Non-cumulative percentages,335755,C,23.6
All subjects,Male,2018,All ages,Non-cumulative percentages,335755,D,15.3
